행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
(공연) 세종문화예술회관 재개관 기념 콘서트,세종문화예술회관,국내 최고 락그룹 YB와 세종시 지역예술단체 양치기소년단의 공연,2024-07-26,2024-07-26,19:30,21:30,유료,세종시문화관광재단,세종특별자치시,044-850-8940,,830,전석 30000 + 시야제한석 15000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 조치원읍 문예회관길 22,세종특별자치시 조치원읍 침산리 226-1,,,2024-12-09,5690000,세종특별자치시
(공연) 유키 구라모토 피아노 콘서트,세종문화예술회관,일본 뉴에이지 음악의 거장 유키 구라모토의 공연과 관현악 콰르텟의 협연,2024-08-02,2024-08-02,19:30,21:00,유료,세종시문화관광재단,세종특별자치시,044-850-8940,,830,R 50000 + S 40000 + 시야제한석 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 조치원읍 문예회관길 22,세종특별자치시 조치원읍 침산리 226-1,,,2024-12-09,5690000,세종특별자치시
(공연) 국립극단 연극 <햄릿>,세종예술의전당,셰익스피어 희곡 <햄릿>을 여성 햄릿의 이야기로 풀어낸 연극,2024-08-09,2024-08-09,19:30,21:45,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 40000 + S 30000,13세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 국립극단 연극 <햄릿>,세종예술의전당,셰익스피어 희곡 <햄릿>을 여성 햄릿의 이야기로 풀어낸 연극,2024-08-10,2024-08-10,15:00,17:15,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 40000 + S 30000,13세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 국립오페라단 <라 트라비아타>,세종예술의전당,비극적 사랑과 아름다운 음악의 조화가 담긴 오페라,2024-08-16,2024-08-16,19:30,22:10,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 50000 + S 30000 + A 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 2024년 세종시립청소년교향악단 기획연주회,세종문화예술회관,세종시립청소년교향악단의 여름 특별 기획연주회,2024-08-17,2024-08-17,17:00,19:00,무료,세종시문화관광재단,세종특별자치시,044-850-8964,,696,,8세 이상,,,www.sjac.or.kr,,Y,세종특별자치시 조치원읍 문예회관길 22,세종특별자치시 조치원읍 침산리 226-1,,,2024-12-09,5690000,세종특별자치시
2024 이영란의 감성체험전 가루나무모래흙,이천아트홀 전시장,체험전,2024-05-04,2024-06-21,10:00,15:20,유료,이천문화재단,이천문화재단,031-636-2202,,20,아동 15000원+성인 10000원,24개월 이상,,,https://artic.or.kr,https://artic.or.kr,Y,경기도 이천시 부악로 40,경기도 이천시 중리동 490,37.27212363,127.4350343,2025-02-07,4070000,경기도 이천시
(공연) 국립오페라단 <라 트라비아타>,세종예술의전당,비극적 사랑과 아름다운 음악의 조화가 담긴 오페라,2024-08-17,2024-08-17,15:00,17:40,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 50000 + S 30000 + A 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 손병호&최지연과 함께하는 8월 여민락콘서트 - 지금 뛰다 NOW JUMP,세종예술의전당,배우 손병호와 무용가 최지연이 함께하는 여민락 콘서트,2024-08-21,2024-08-21,11:00,12:10,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,전석 10000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 제30회 창무국제공연예술제,세종예술의전당,전통의 현대적 계승과 발전이 담긴 제30회 창무국제공연예술제,2024-08-21,2024-08-21,19:30,20:40,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,전석 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 제30회 창무국제공연예술제,세종예술의전당,전통의 현대적 계승과 발전이 담긴 제30회 창무국제공연예술제,2024-08-23,2024-08-23,19:30,20:40,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,전석 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 제30회 창무국제공연예술제,세종예술의전당,전통의 현대적 계승과 발전이 담긴 제30회 창무국제공연예술제,2024-08-24,2024-08-24,19:30,20:40,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,전석 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-08-29,2024-08-29,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-08-30,2024-08-30,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
"(공연) 연극 <꽃, 별이지나>",세종예술의전당,따뜻한 위로와 치유를 선사해주는 연극,2024-08-30,2024-08-30,19:30,21:10,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 40000 + S 30000 + A 20000,중학생 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-08-31,2024-08-31,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
"(공연) 연극 <꽃, 별이지나>",세종예술의전당,따뜻한 위로와 치유를 선사해주는 연극,2024-08-31,2024-08-31,15:00,16:40,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,R 40000 + S 30000 + A 20000,중학생 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-09-05,2024-09-05,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 2024 조수미 콘서트 In Love,세종예술의전당,세계 최고 소프라노 조수미의 한국 앨범을 담은 콘서트,2024-09-05,2024-09-05,19:30,21:20,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,VIP 120000 + R 100000 + S 80000 + A 60000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-09-06,2024-09-06,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 세종시민과 함께하는 <SONG for 세종>,세종예술의전당,국내 최고의 뮤지컬 배우들을 한 자리에서 만날 수 있는 공연,2024-09-06,2024-09-06,19:30,21:20,유료,세종시문화관광재단,세종특별자치시,044-850-8989,,1071,OP 60000 + R 60000 + S 40000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
(공연) 제1회 세종합창제,세종문화예술회관,세종시의 5개 합창단 및 초청합창단이 선보이는 다채로운 합창의 매력,2024-09-07,2024-09-07,16:00,18:10,유료,세종시문화관광재단,세종특별자치시,044-850-8940,,830,전석 20000,8세 이상,장애인 및 국가유공자 할인(최대 50퍼센트 증빙서류 지참) 그외 할인정보 사이트 참고,,www.sjac.or.kr,,Y,세종특별자치시 조치원읍 문예회관길 22,세종특별자치시 조치원읍 침산리 226-1,,,2024-12-09,5690000,세종특별자치시
(공연) 어반 나잇-세종,세종예술의전당,야외 광장에서 무료로 즐기는 다양한 공연프로그램과 푸드마켓,2024-09-07,2024-09-07,17:00,22:00,무료,세종시문화관광재단,세종특별자치시,044-850-8989,,,전석 무료,전체관람가,,,www.sjac.or.kr,,Y,세종특별자치시 국립박물관로 21 세종예술의전당,세종특별자치시 나성동 857,,,2024-12-09,5690000,세종특별자치시
기획공연_ 2024 발레 판타지아 in JEJU,제주문예회관 대극장,무용,2024-07-06,2024-07-06,17:00,19:00,유료,제주특별자치도 문화정책과,제주특별자치도 문화정책과,064-710-7643,,828,1층20000원+2층15000원,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
키득키득도서관 ‘이솝우화’,제주문예회관 소극장,어린이공연,2024-07-05,2024-07-07,10:30,12:30,유료,두근두근시어터,두근두근시어터,,,70,일반10000원+청소년8000원,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
밴드 ONLD 단독공연,제주문예회관 소극장,콘서트,2024-06-30,2024-06-30,19:00,21:00,무료,밴드 ONLD,밴드 ONLD,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
2024 모드락 가족음악회,제주문예회관 소극장,음악회,2024-06-29,2024-06-29,13:00,15:00,무료,모드락밴드,모드락밴드,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
김한얼 솔로 재즈피아노 콘서트시리즈,제주문예회관 소극장,콘서트,2024-06-28,2024-06-28,19:00,21:00,무료,개인,개인,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제1회 제주에코색소폰 앙상블 “여름날의 작은 음악회”,제주문예회관 소극장,음악회,2024-06-25,2024-06-25,19:00,21:00,무료,제주에코색소폰앙상블,제주에코색소폰앙상블,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
설문대 기획공연 뮤지컬 디바,설문대여성문화센터,뮤지컬,2024-06-22,2024-06-22,17:00,19:00,유료,설문대여성문화센터,설문대여성문화센터,064-710-4244,,405,10000원,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
정유라 피아노 독주회,제주문예회관 소극장,연주회,2024-06-22,2024-06-22,19:00,21:00,무료,개인,개인,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
김현호 피아노 리사이틀,제주문예회관 소극장,연주회,2024-06-16,2024-06-16,19:00,21:00,무료,개인,개인,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
모드라기 정기연주회,설문대여성문화센터,연주회,2024-05-29,2024-05-29,19:00,21:00,무료,모드라기 제주여성합창단,모드라기 제주여성합창단,,,405,,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
연극_아비,제주문예회관 소극장,연극,2024-05-25,2024-05-26,18:00,20:00,유료,극단도채비,극단도채비,,,70,청소년 5000원+일반 10000원,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
특별기획공연2024 문화광장콘서트,제주문예회관 야외광장,콘서트,2024-05-25,2024-05-25,16:00,18:00,무료,제주특별자치도도립무용단+JIBS,제주특별자치도 문화예술진흥원,064-710-7643,,,,전체관람가,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제주필 조이 뉴스 오케스트라 합동연주회,설문대여성문화센터,연주회,2024-05-19,2024-05-19,16:00,18:00,무료,제주필조이뉴스오케스트라,제주필조이뉴스오케스트라,,,405,,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
김헌 교수와 함께하는 설문대 행복특강 토크콘서트,설문대여성문화센터,자체공연,2024-05-18,2024-05-18,14:00,16:00,무료,설문대여성문화센터,설문대여성문화센터,064-710-4244,,405,,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
김성희 타악 콘서트,설문대여성문화센터,콘서트,2024-05-15,2024-05-15,15:00,17:00,무료,개인,개인,,,405,,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
바다 탐험대 옥토넛 시즌3 바다넘어 육지까지,설문대여성문화센터,뮤지컬,2024-05-04,2024-05-05,11:00,16:00,유료,율컴퍼니,율컴퍼니,1680-9788,,405,38500원,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
어린이뮤지컬 콧구멍을 후비면,설문대여성문화센터,뮤지컬,2024-04-26,2024-04-28,11:00,16:00,유료,국단트멍,국단트멍,,,405,35000원,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
특별기획공연2024 문화광장콘서트,제주문예회관 야외광장,콘서트,2024-04-26,2024-04-26,19:00,21:00,무료,제주특별자치도도립무용단+JIBS,제주특별자치도 문화예술진흥원,064-710-7643,,,,전체관람가,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
DS앙상블 제주초청연주회,제주문예회관 소극장,연주회,2024-04-20,2024-04-20,13:00,15:00,무료,DS앙상블,DS앙상블,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
설문대 기획공연 연극 안녕 할배,설문대여성문화센터,연극,2024-04-20,2024-04-20,17:00,19:00,유료,설문대여성문화센터,설문대여성문화센터,064-710-4244,,405,10000원,,,,https://www.jeju.go.kr/swcenter/concert/list/theater.htm,, ,제주특별자치도 제주시 선덕로8길 12(연동),,33.48439696,126.5003713,2024-11-15,6500000,제주특별자치도
문예회관 기획공연,도청 문예회관,멸종위기동물편 유상통프로젝트(어린이 뮤지컬),2022-06-15,2022-06-15,16:30,17:30,유료,충청남도청,충남문화재단,041-630-2914,충청남도청,836,5천원,전체관람가,"경로,장애인,국가유공자 50퍼센트, 예술인패스 30퍼센트",-,충남문화재단 홈페이지,인터파크,Y,충청남도 예산군 삽교읍 도청대로 600,충청남도 홍성군 홍북읍 신경리 538,36.6603974583,126.6736515964,2022-11-18,6440000,충청남도
『제주국제관악제』,제주문예회관 대극장,음악회,2024-08-15,2024-08-15,13:00,15:00,무료,제주국제관악제조직위원회,제주특별자치도 문화정채과,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『제주국제관악제』,제주문예회관 대극장,음악회,2024-08-07,2024-08-14,14:00,16:00,무료,제주국제관악제조직위원회,제주특별자치도 문화정채과,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『제9회 제주기독교합창단연합 합창제』,제주문예회관 대극장,합창제,2024-08-04,2024-08-04,19:00,21:00,무료,제주기독교합창단연합회,제주기독교합창단연합회,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『구좌합창단 제5회 기획 연주회』,제주문예회관 대극장,연주회,2024-08-03,2024-08-03,19:30,21:30,무료,구좌합창단,구좌합창단,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『화북윈드 오케스트라 공연』,제주문예회관 대극장,연주회,2024-08-01,2024-08-01,19:30,21:30,무료,화북윈드오케스트라,화북윈드오케스트라,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제6회 브릴란테 브라스밴드 정기연주회,제주문예회관 대극장,연주회,2024-07-31,2024-07-31,19:30,21:30,무료,브릴란테 브라스밴드,브릴란테 브라스밴드,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
도민윈드오케스트라 제2회 정기연주회,제주문예회관 대극장,연주회,2024-07-30,2024-07-30,19:30,21:30,무료,도민윈드오케스트라,도민윈드오케스트라,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
삭온스크린(SAC on Screen)_ 심청,제주문예회관 대극장,발레,2024-07-29,2024-07-29,15:00,17:00,무료,제주특별자치도 문화정책과,제주특별자치도 문화정책과,064-710-7644,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제6회 우누스 오케스트라 정기연주회 아름다운 세상을 노래하다,제주문예회관 대극장,연주회,2024-07-28,2024-07-28,19:30,21:30,무료,우누스오케스트라,우누스오케스트라,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
기획공연『윤복희 콘서트 “삶”』,제주문예회관 대극장,콘서트,2024-07-27,2024-07-27,17:00,19:00,유료,제주특별자치도 문화정책과,제주특별자치도 문화정책과,064-710-7643,,828,1층20000원+2층15000원,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
기획공연『2024 한-중 교류 음악회』,제주문예회관 로비,음악회,2024-07-26,2024-07-26,19:30,21:30,무료,제주특별자치도 문화정책과,제주특별자치도 문화정책과,064-710-7643,,,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
연극 ’아비‘,제주문예회관 소극장,연극,2024-07-23,2024-07-24,19:00,21:00,유료,극단 도채비,극단 도채비,,,70,일반10000원+청소년5000원,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제주브라스밴드 창단연주회,제주문예회관 대극장,연주회,2024-07-21,2024-07-21,19:30,21:30,무료,제주브라스밴드,제주브라스밴드,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제주여자고등학교와 함께 하는 치매연극 ‘엄마를 찾습니다,제주문예회관 소극장,연극,2024-07-20,2024-07-20,15:00,17:00,무료,제주특별자치도 건강관리과,제주특별자치도 건강관리과,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
2024 신인음악회 Hope,제주문예회관 대극장,음악회,2024-07-19,2024-07-19,19:30,21:30,무료,(사)한국음악협회 제주특별자치도지회,(사)한국음악협회 제주특별자치도지회,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
2024 청송음악회,제주문예회관 대극장,음악회,2024-07-18,2024-07-18,14:30,16:30,무료,남녕고등학교,남녕고등학교,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제8회 함덕고등학교 음악과 정기연주회,제주문예회관 대극장,연주회,2024-07-15,2024-07-15,18:30,20:30,무료,함덕고등학교,함덕고등학교,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
제18회 2024제주특별자치도 소년소녀합창단 연합합창제,제주문예회관 대극장,합창제,2024-07-13,2024-07-13,15:00,17:00,무료,제주특별자치도 소년소녀합창단연합회,제주특별자치도 소년소녀합창단연합회,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
평화와 미래를 향한 울림 음악회,제주문예회관 대극장,음악회,2024-07-12,2024-07-12,19:00,21:00,무료,민주평화통일자문회의 제주시협의회,민주평화통일자문회의 제주시협의회,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
문예회관 기획공연,도청 문예회관,어린아이를 위한 타악퍼포먼스<아이조아 잼스틱>(어린이 공연),2022-05-14,2022-05-14,15:00,16:30,유료,충청남도청,충남문화재단,041-630-2914,충청남도청,836,5천원,전체관람가,"경로,장애인,국가유공자 50퍼센트, 예술인패스 30퍼센트",-,충남문화재단 홈페이지,인터파크,Y,충청남도 예산군 삽교읍 도청대로 600,충청남도 홍성군 홍북읍 신경리 538,36.6603974583,126.6736515964,2022-11-18,6440000,충청남도
문예회관 기획공연,도청 문예회관,서울윈드오케스트라 그날을 기억하며(오케스트라),2022-05-19,2022-05-19,19:30,20:30,유료,충청남도청,충남문화재단,041-630-2914,충청남도청,836,5천원,8세이상,"경로,장애인,국가유공자 50퍼센트, 예술인패스 30퍼센트",-,충남문화재단 홈페이지,인터파크,Y,충청남도 예산군 삽교읍 도청대로 600,충청남도 홍성군 홍북읍 신경리 538,36.6603974583,126.6736515964,2022-11-18,6440000,충청남도
『클랑 Summer Concert “울림”』,제주문예회관 소극장,콘서트,2024-08-31,2024-08-31,19:30,21:30,무료,클랑,클랑,,,70,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『삭온스크린(SAC ON SCREEN) 연극<오셀로>』,제주문예회관 대극장,연극,2024-08-26,2024-08-26,15:00,17:00,무료,제주특별자치도 문화예술진흥원,제주특별자치도 문화예술진흥원,064-710-7651,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『제33회 전국무용제』,제주문예회관 대극장,무용,2024-08-25,2024-08-25,19:00,21:00,무료,제주특별자치도 문화정책과,제주특별자치도 문화정책과,064-710-3472,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
『이주성 작곡가와 함께하는 <더 제주> Series 1 <about 제주 in 제주>』,제주문예회관 대극장,음악회,2024-08-21,2024-08-21,19:00,21:00,무료,개인,개인,,,828,,,,,http://www.jeju.go.kr/jejuculture/index.htm,, ,제주특별자치도 제주시 동광로 69,,33.50444397,126.5351724,2024-11-15,6500000,제주특별자치도
